Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad,Reporte,Equipo,Fecha,Error,Tiempo
abisinio,macho,537.21,NA,18,gris,sano,24,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:44:08.616 - Status: OK,3,2024-05-08T18:44:08Z,FALSE,2.2481666644414267
andino,macho,984.14,NA,NA,rojizo,NA,38,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:45:49.063 - Status: OK,1,2024-05-08T18:45:49Z,FALSE,2.5966500004132587
peruano,hembra,740.62,31,18,blanco,sano,46,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:47:06.16 - Status: OK,1,2024-05-08T18:47:06Z,FALSE,1.2849500020345053
peruano,macho,818.32,NA,NA,blanco,NA,13,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:47:08.627 - Status: OK,3,2024-05-08T18:47:08Z,FALSE,3.000183335940043
peruano,hembra,584.02,25,NA,pintado,NA,44,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:47:22.924 - Status: OK,1,2024-05-08T18:47:22Z,FALSE,0.2793999989827474
peruano,macho,829.19,25,19,pintado,sano,21,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:48:46.672 - Status: OK,1,2024-05-08T18:48:46Z,FALSE,1.395799998442332
peruano,hembra,724.89,25,18,blanco,sano,54,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:49:09.779 - Status: OK,2,2024-05-08T18:49:09Z,FALSE,5.358383333683014
peruano,macho,952.86,NA,20,pintado,sano,11,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:49:51.757 - Status: OK,2,2024-05-08T18:49:51Z,FALSE,0.6996333320935567
peruano,hembra,719.58,23,17,pintado,gordo,25,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:52:03.167 - Status: OK,2,2024-05-08T18:52:03Z,FALSE,2.190166668097178
andino,macho,860.03,25,19,tricolor,sano,50,Ser. No.: 6543BF2-X - Date: 2024-05-08 13:53:04.395 - Status: OK,1,2024-05-08T18:53:04Z,FALSE,4.295383334159851
abisinio,macho,758.73,20,18,marrón oscuro,sano,53,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:53:11.843 - Status: OK,2,2024-05-08T18:53:11Z,FALSE,1.1445999979972838
andino,macho,843.3,NA,18,negro,gordo,47,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:53:14.336 - Status: OK,2,2024-05-08T18:53:14Z,FALSE,0.041550000508626304
andino,macho,NA,27,19,rojizo,NA,43,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:54:21.617 - Status: OK,3,2024-05-08T18:54:21Z,FALSE,7.216500000158946
andino,macho,633.18,24,17,blanco,sano,17,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:54:52.883 - Status: OK,2,2024-05-08T18:54:52Z,FALSE,1.6424499988555907
peruano,hembra,722.03,NA,18,negro,sano,51,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:54:59.297 - Status: OK,2,2024-05-08T18:54:59Z,FALSE,0.10690000057220458
andino,hembra,679.37,26,16,marrón,gordo,16,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:56:03.263 - Status: OK,2,2024-05-08T18:56:03Z,FALSE,1.066100001335144
abisinio,macho,588.9,28,15,negro,gordo,59,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:57:37.42 - Status: OK,2,2024-05-08T18:57:37Z,FALSE,1.5692833344141641
andino,macho,NA,27,NA,blanco,NA,62,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:59:03.211 - Status: OK,3,2024-05-08T18:59:03Z,FALSE,4.693233331044515
abisinio,macho,515.57,25,NA,marrón oscuro,NA,38,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:59:10.958 - Status: OK,3,2024-05-08T18:59:10Z,FALSE,0.1291166663169861
andino,macho,835.21,20,NA,rojizo,NA,29,Ser. No.: 0372EK3-Z - Date: 2024-05-08 13:59:11.966 - Status: OK,3,2024-05-08T18:59:11Z,FALSE,0.016800002257029215
andino,macho,NA,27,17,negro,NA,27,Ser. No.: 4653OK2-X - Date: 2024-05-08 13:59:16.264 - Status: OK,2,2024-05-08T18:59:16Z,FALSE,1.6473999977111817
abisinio,macho,588.96,NA,17,marrón oscuro,sano,45,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:00:37.993 - Status: OK,2,2024-05-08T19:00:37Z,FALSE,1.362150001525879
andino,macho,943.26,24,18,rojizo,gordo,28,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:02:39.765 - Status: OK,2,2024-05-08T19:02:39Z,FALSE,2.02953333457311
peruano,hembra,559.9,19,19,negro,flaco,44,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:03:27.302 - Status: OK,3,2024-05-08T19:03:27Z,FALSE,4.255599999427796
peruano,macho,968.78,27,19,marrón,gordo,16,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:03:27.631 - Status: OK,2,2024-05-08T19:03:27Z,FALSE,0.7977666656176249
andino,macho,NA,26,19,tricolor,NA,45,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:03:36.075 - Status: OK,2,2024-05-08T19:03:36Z,FALSE,0.14073333342870076
peruano,hembra,599.59,28,18,marrón,sano,56,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:05:09.002 - Status: OK,3,2024-05-08T19:05:09Z,FALSE,1.6950000007947286
andino,hembra,611.51,24,15,rojizo,gordo,21,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:07:27.247 - Status: OK,2,2024-05-08T19:07:27Z,FALSE,3.8528666655222574
peruano,macho,911.5,28,NA,negro,NA,42,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:08:11.177 - Status: OK,1,2024-05-08T19:08:11Z,FALSE,15.113033334414164
peruano,macho,670.39,32,19,blanco,sano,55,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:10:41.959 - Status: OK,1,2024-05-08T19:10:41Z,FALSE,2.5130333344141644
peruano,hembra,800.65,23,17,negro,gordo,21,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:11:29.161 - Status: OK,1,2024-05-08T19:11:29Z,FALSE,0.7866999983787537
rex,macho,582.63,NA,18,pintado,sano,50,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:12:11.859 - Status: OK,1,2024-05-08T19:12:11Z,FALSE,0.7116333325703939
peruano,hembra,448.09,NA,18,blanco,flaco,35,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:12:17.54 - Status: OK,1,2024-05-08T19:12:17Z,FALSE,0.0946833332379659
peruano,macho,952.35,25,20,negro,sano,38,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:14:34.12 - Status: OK,2,2024-05-08T19:14:34Z,FALSE,7.114549998442332
peruano,hembra,847.03,26,17,blanco,gordo,48,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:14:39.231 - Status: OK,2,2024-05-08T19:14:39Z,FALSE,0.08518333435058593
peruano,hembra,750.26,22,18,marrón,sano,57,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:15:58.157 - Status: OK,3,2024-05-08T19:15:58Z,FALSE,10.819249999523162
peruano,macho,891.93,NA,19,blanco,sano,59,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:16:05.827 - Status: OK,2,2024-05-08T19:16:05Z,FALSE,1.4432666659355164
andino,macho,815.56,32,NA,rojizo,NA,44,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:17:47.041 - Status: OK,3,2024-05-08T19:17:47Z,FALSE,1.814733330408732
andino,macho,693.84,NA,18,marrón,sano,51,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:18:09.846 - Status: OK,3,2024-05-08T19:18:09Z,FALSE,0.3800833344459534
peruano,hembra,743.58,28,16,blanco,gordo,24,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:18:18.541 - Status: OK,1,2024-05-08T19:18:18Z,FALSE,6.0166833321253455
peruano,macho,656.87,NA,NA,pintado,NA,21,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:18:22.318 - Status: OK,1,2024-05-08T19:18:22Z,FALSE,0.06295000314712525
peruano,macho,811.94,NA,NA,blanco,NA,33,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:19:02.557 - Status: OK,1,2024-05-08T19:19:02Z,FALSE,0.6706499973932902
andino,macho,770.88,23,NA,negro,NA,35,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:20:24.057 - Status: OK,1,2024-05-08T19:20:24Z,FALSE,1.3583333333333334
peruano,macho,906.54,27,21,negro,sano,23,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:21:18.489 - Status: OK,3,2024-05-08T19:21:18Z,FALSE,3.1440500020980835
peruano,macho,736.85,27,20,blanco,sano,18,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:21:29.641 - Status: OK,2,2024-05-08T19:21:29Z,FALSE,5.3969000021616615
peruano,hembra,661.87,NA,17,negro,sano,31,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:21:31.374 - Status: OK,3,2024-05-08T19:21:31Z,FALSE,0.21474999984105428
peruano,hembra,801.83,27,NA,negro,NA,16,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:22:19.971 - Status: OK,1,2024-05-08T19:22:19Z,FALSE,1.9319000005722047
peruano,hembra,784.97,NA,19,blanco,sano,44,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:24:31.767 - Status: OK,3,2024-05-08T19:24:31Z,FALSE,3.0065499981244406
peruano,macho,NA,NA,21,marrón,NA,27,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:25:11.044 - Status: OK,2,2024-05-08T19:25:11Z,FALSE,3.690049997965495
peruano,hembra,697.14,26,18,marrón,sano,17,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:25:42.61 - Status: OK,3,2024-05-08T19:25:42Z,FALSE,1.1807166655858359
peruano,macho,742.79,26,20,blanco,sano,17,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:25:55.749 - Status: OK,1,2024-05-08T19:25:55Z,FALSE,3.5963000019391376
andino,macho,NA,26,20,tricolor,NA,42,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:26:00.889 - Status: OK,2,2024-05-08T19:26:00Z,FALSE,0.8307500004768371
andino,macho,636.55,26,NA,rojizo,NA,27,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:27:04.185 - Status: OK,3,2024-05-08T19:27:04Z,FALSE,1.3595833341280619
andino,macho,NA,30,NA,rojizo,NA,21,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:27:24.085 - Status: OK,3,2024-05-08T19:27:24Z,FALSE,0.33166666825612384
peruano,macho,839.4,24,20,negro,sano,31,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:27:40.41 - Status: OK,2,2024-05-08T19:27:40Z,FALSE,1.6586833357810975
peruano,hembra,NA,NA,16,blanco,NA,13,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:27:50.111 - Status: OK,1,2024-05-08T19:27:50Z,FALSE,1.9060333331425985
peruano,macho,808.11,28,19,negro,sano,58,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:28:09.378 - Status: OK,3,2024-05-08T19:28:09Z,FALSE,0.754883333047231
andino,hembra,792.24,22,NA,blanco,NA,10,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:29:08.068 - Status: OK,3,2024-05-08T19:29:08Z,FALSE,0.978166667620341
peruano,hembra,655.91,21,NA,negro,NA,57,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:29:52.749 - Status: OK,1,2024-05-08T19:29:52Z,FALSE,2.0439666668574015
híbrido,macho,1185.36,27,24,tricolor,sano,34,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:30:32.418 - Status: OK,2,2024-05-08T19:30:32Z,FALSE,2.866799998283386
andino,macho,NA,NA,NA,marrón,NA,11,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:31:30.602 - Status: OK,3,2024-05-08T19:31:30Z,FALSE,2.375566665331523
abisinio,macho,539,23,NA,marrón oscuro,NA,43,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:31:34.494 - Status: OK,3,2024-05-08T19:31:34Z,FALSE,0.06486666599909464
peruano,macho,766.82,NA,19,blanco,sano,56,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:32:30.521 - Status: OK,3,2024-05-08T19:32:30Z,FALSE,0.9337833325068156
andino,macho,799.86,26,17,rojizo,gordo,33,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:32:37.914 - Status: OK,1,2024-05-08T19:32:37Z,FALSE,2.7527499993642173
peruano,macho,897.95,26,20,blanco,sano,16,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:33:03.291 - Status: OK,3,2024-05-08T19:33:03Z,FALSE,0.5461666663487752
híbrido,hembra,604.67,22,16,tricolor,sano,22,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:34:24.543 - Status: OK,1,2024-05-08T19:34:24Z,FALSE,1.777149999141693
peruano,macho,598.88,23,20,negro,sano,43,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:34:37.014 - Status: OK,2,2024-05-08T19:34:37Z,FALSE,4.07659999926885
peruano,macho,624.9,20,20,negro,sano,29,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:34:44.688 - Status: OK,2,2024-05-08T19:34:44Z,FALSE,0.12790000041325886
híbrido,macho,1067.1,36,19,tricolor,gordo,35,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:35:51.827 - Status: OK,1,2024-05-08T19:35:51Z,FALSE,1.4547333319981892
peruano,macho,NA,23,19,pintado,NA,NA,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:37:55.234 - Status: ERR,2,2024-05-08T19:37:55Z,TRUE,3.175766666730245
peruano,hembra,621.46,30,17,negro,sano,40,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:38:54.462 - Status: OK,1,2024-05-08T19:38:54Z,FALSE,3.043916666507721
peruano,macho,682.44,29,19,marrón,sano,36,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:39:29.858 - Status: OK,2,2024-05-08T19:39:29Z,FALSE,1.577066667874654
peruano,macho,1029.1,29,21,marrón,sano,51,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:40:37.79 - Status: OK,3,2024-05-08T19:40:37Z,FALSE,7.5749833345413204
peruano,hembra,504.54,23,17,blanco,sano,15,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:41:20.093 - Status: OK,3,2024-05-08T19:41:20Z,FALSE,0.705049999554952
peruano,macho,590.53,28,19,negro,sano,50,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:41:32.518 - Status: OK,3,2024-05-08T19:41:32Z,FALSE,0.20708333253860473
peruano,macho,697.75,NA,NA,blanco,NA,40,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:41:52.311 - Status: OK,2,2024-05-08T19:41:52Z,FALSE,2.374216667811076
peruano,macho,854.22,30,NA,marrón,NA,45,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:43:40.6 - Status: OK,3,2024-05-08T19:43:40Z,FALSE,2.1347000002861023
abisinio,macho,NA,27,16,negro,NA,39,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:45:27.784 - Status: OK,2,2024-05-08T19:45:27Z,FALSE,3.5912166635195413
americano,macho,939.07,NA,20,blanco,sano,37,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:46:42.203 - Status: OK,2,2024-05-08T19:46:42Z,FALSE,1.24031666914622
andino,macho,868.45,26,NA,negro,NA,27,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:49:10.554 - Status: OK,2,2024-05-08T19:49:10Z,FALSE,2.472516663869222
andino,macho,674.73,25,18,negro,sano,29,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:53:29.037 - Status: OK,1,2024-05-08T19:53:29Z,FALSE,14.576250000794728
peruano,macho,NA,29,19,blanco,NA,64,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:54:00.651 - Status: OK,3,2024-05-08T19:54:00Z,FALSE,10.33418333530426
peruano,macho,844.19,24,NA,blanco,NA,30,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:54:21.045 - Status: OK,1,2024-05-08T19:54:21Z,FALSE,0.8668000022570292
andino,macho,555.33,27,18,marrón,sano,58,Ser. No.: 4653OK2-X - Date: 2024-05-08 14:56:25 - Status: OK,2,2024-05-08T19:56:25Z,FALSE,7.2407666683197025
peruano,hembra,892.86,21,NA,marrón,NA,37,Ser. No.: 0372EK3-Z - Date: 2024-05-08 14:59:53.093 - Status: OK,3,2024-05-08T19:59:53Z,FALSE,5.874033331871033
andino,macho,735.45,NA,18,blanco,sano,64,Ser. No.: 6543BF2-X - Date: 2024-05-08 14:59:54.285 - Status: OK,1,2024-05-08T19:59:54Z,FALSE,5.554000000158946
andino,macho,697.55,24,19,marrón,sano,41,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:03:03.216 - Status: OK,1,2024-05-08T20:03:03Z,FALSE,3.1488499999046327
andino,macho,NA,29,19,tricolor,NA,58,Ser. No.: 0372EK3-Z - Date: 2024-05-08 15:04:21.594 - Status: OK,3,2024-05-08T20:04:21Z,FALSE,4.475016669432322
abisinio,macho,571.65,27,NA,marrón oscuro,NA,41,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:05:27.166 - Status: OK,2,2024-05-08T20:05:27Z,FALSE,9.03609999815623
peruano,macho,833.37,28,NA,blanco,NA,37,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:05:39.052 - Status: OK,2,2024-05-08T20:05:39Z,FALSE,0.1981000026067098
peruano,macho,NA,25,20,blanco,NA,40,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:05:44.611 - Status: OK,1,2024-05-08T20:05:44Z,FALSE,2.689916666348775
peruano,hembra,740.51,26,NA,marrón,NA,39,Ser. No.: 0372EK3-Z - Date: 2024-05-08 15:05:50.322 - Status: OK,3,2024-05-08T20:05:50Z,FALSE,1.4787999987602234
abisinio,macho,560.87,NA,NA,marrón oscuro,NA,43,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:06:08.691 - Status: OK,2,2024-05-08T20:06:08Z,FALSE,0.4939833323160807
andino,hembra,678.01,NA,15,negro,gordo,59,Ser. No.: 0372EK3-Z - Date: 2024-05-08 15:06:20.477 - Status: OK,3,2024-05-08T20:06:20Z,FALSE,0.5025833328564961
peruano,hembra,738.79,31,19,negro,sano,34,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:06:32.757 - Status: OK,1,2024-05-08T20:06:32Z,FALSE,0.8024333318074545
híbrido,macho,955.45,33,20,blanco,sano,25,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:08:07.515 - Status: OK,1,2024-05-08T20:08:07Z,FALSE,1.5793000022570292
peruano,hembra,664.2,27,17,negro,sano,37,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:08:29.006 - Status: OK,1,2024-05-08T20:08:29Z,FALSE,0.3581833322842916
peruano,macho,NA,NA,18,blanco,NA,53,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:08:31.638 - Status: OK,1,2024-05-08T20:08:31Z,FALSE,0.043866666158040364
peruano,macho,802.23,26,21,pintado,sano,20,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:08:54.814 - Status: OK,2,2024-05-08T20:08:54Z,FALSE,2.7687166651089985
andino,macho,943.88,27,16,rojizo,obeso,38,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:09:22.857 - Status: OK,2,2024-05-08T20:09:22Z,FALSE,0.46738333702087403
peruano,macho,929.84,31,21,blanco,sano,48,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:09:44.11 - Status: OK,1,2024-05-08T20:09:44Z,FALSE,1.207866664727529
peruano,hembra,717.53,23,19,blanco,sano,25,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:12:52.061 - Status: OK,2,2024-05-08T20:12:52Z,FALSE,3.486733333269755
andino,hembra,NA,21,NA,negro,NA,62,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:13:31.141 - Status: OK,1,2024-05-08T20:13:31Z,FALSE,3.783850002288818
peruano,macho,1158.95,31,20,pintado,gordo,39,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:13:33.667 - Status: OK,1,2024-05-08T20:13:33Z,FALSE,0.04210000038146973
andino,hembra,731.65,NA,NA,negro,NA,32,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:13:35.358 - Status: OK,2,2024-05-08T20:13:35Z,FALSE,0.72161666552225745
peruano,macho,827.53,23,20,negro,sano,44,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:14:43.884 - Status: OK,2,2024-05-08T20:14:43Z,FALSE,1.1421000003814696
peruano,hembra,654.71,25,NA,negro,NA,50,Ser. No.: 0372EK3-Z - Date: 2024-05-08 15:15:14.715 - Status: OK,3,2024-05-08T20:15:14Z,FALSE,8.903966665267944
abisinio,macho,747.06,21,NA,negro,NA,20,Ser. No.: 0372EK3-Z - Date: 2024-05-08 15:15:55.892 - Status: OK,3,2024-05-08T20:15:55Z,FALSE,0.6862833340962727
peruano,macho,984.09,31,NA,marrón,NA,45,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:16:48.009 - Status: OK,1,2024-05-08T20:16:48Z,FALSE,3.23903333346049
abisinio,macho,639.22,NA,NA,negro,NA,36,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:19:00.171 - Status: OK,2,2024-05-08T20:19:00Z,FALSE,4.2714499990145365
andino,hembra,771.73,20,17,blanco,gordo,19,Ser. No.: 0372EK3-Z - Date: 2024-05-08 15:19:11.74 - Status: OK,3,2024-05-08T20:19:11Z,FALSE,3.264133334159851
peruano,hembra,750.5,28,19,negro,sano,38,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:19:51.846 - Status: OK,1,2024-05-08T20:19:51Z,FALSE,3.0639499982198077
andino,macho,763.94,28,18,blanco,sano,46,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:21:58.925 - Status: OK,1,2024-05-08T20:21:58Z,FALSE,2.117983333269755
andino,hembra,NA,21,16,tricolor,NA,65,Ser. No.: 0372EK3-Z - Date: 2024-05-08 15:23:33.473 - Status: OK,3,2024-05-08T20:23:33Z,FALSE,4.362216667334239
híbrido,macho,1072.03,21,20,pintado,gordo,20,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:23:39.299 - Status: OK,1,2024-05-08T20:23:39Z,FALSE,1.6729000012079875
híbrido,macho,449.66,27,NA,tricolor,NA,52,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:24:43.441 - Status: OK,1,2024-05-08T20:24:43Z,FALSE,1.0690333326657613
abisinio,macho,684.64,25,NA,marrón oscuro,NA,63,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:25:01.314 - Status: OK,2,2024-05-08T20:25:01Z,FALSE,6.019049998124441
peruano,hembra,614.38,23,NA,blanco,NA,58,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:25:13.328 - Status: OK,1,2024-05-08T20:25:13Z,FALSE,0.498116668065389
abisinio,macho,NA,21,NA,gris,NA,40,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:25:56.216 - Status: OK,1,2024-05-08T20:25:56Z,FALSE,0.7148000001907349
peruano,macho,903.25,25,20,blanco,sano,15,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:26:31.663 - Status: OK,2,2024-05-08T20:26:31Z,FALSE,1.50581667025884
andino,macho,758.81,20,18,negro,sano,56,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:26:52.731 - Status: OK,2,2024-05-08T20:26:52Z,FALSE,0.35113333066304525
peruano,hembra,516.02,25,18,negro,sano,31,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:27:38.045 - Status: OK,2,2024-05-08T20:27:38Z,FALSE,0.7552333354949952
andino,macho,759.46,29,17,blanco,gordo,57,Ser. No.: 0372EK3-Z - Date: 2024-05-08 15:28:28.353 - Status: OK,3,2024-05-08T20:28:28Z,FALSE,4.9146666646003725
andino,macho,790.46,30,NA,blanco,NA,11,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:28:30.202 - Status: OK,1,2024-05-08T20:28:30Z,FALSE,2.566433330376943
peruano,macho,753.08,NA,NA,negro,NA,39,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:28:35.817 - Status: OK,1,2024-05-08T20:28:35Z,FALSE,0.09358333349227906
abisinio,macho,692.67,24,16,marrón oscuro,gordo,20,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:29:45.725 - Status: OK,1,2024-05-08T20:29:45Z,FALSE,1.1651333332061768
americano,macho,884.83,30,21,blanco,sano,32,Ser. No.: 0372EK3-Z - Date: 2024-05-08 15:31:14.254 - Status: OK,3,2024-05-08T20:31:14Z,FALSE,2.7650166670481364
peruano,macho,783.13,28,NA,negro,NA,18,Ser. No.: 0372EK3-Z - Date: 2024-05-08 15:32:11.648 - Status: OK,3,2024-05-08T20:32:11Z,FALSE,0.9565666675567627
americano,hembra,892.2,28,19,negro,sano,41,Ser. No.: 0372EK3-Z - Date: 2024-05-08 15:32:57.133 - Status: OK,3,2024-05-08T20:32:57Z,FALSE,0.7580833315849305
peruano,macho,839.02,25,NA,negro,NA,60,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:35:31.821 - Status: OK,2,2024-05-08T20:35:31Z,FALSE,7.8962666670481365
andino,macho,683.96,NA,17,negro,sano,51,Ser. No.: 0372EK3-Z - Date: 2024-05-08 15:38:51.909 - Status: OK,3,2024-05-08T20:38:51Z,FALSE,5.912933333714803
andino,macho,847.09,24,NA,negro,NA,65,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:40:10.542 - Status: OK,2,2024-05-08T20:40:10Z,FALSE,4.645349999268849
andino,macho,747.61,20,17,negro,sano,23,Ser. No.: 0372EK3-Z - Date: 2024-05-08 15:40:33.55 - Status: OK,3,2024-05-08T20:40:33Z,FALSE,1.6940166672070822
americano,hembra,NA,NA,NA,blanco,NA,60,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:40:58.291 - Status: OK,2,2024-05-08T20:40:58Z,FALSE,0.7958166639010111
abisinio,macho,460.47,21,16,marrón oscuro,sano,NA,Ser. No.: 0372EK3-Z - Date: 2024-05-08 15:41:27.551 - Status: ERR,3,2024-05-08T20:41:27Z,TRUE,0.9000166694323222
peruano,hembra,527.18,22,18,negro,sano,30,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:43:18.361 - Status: OK,2,2024-05-08T20:43:18Z,FALSE,2.3345000028610228
andino,hembra,645.71,23,NA,blanco,NA,29,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:44:12.968 - Status: OK,2,2024-05-08T20:44:12Z,FALSE,0.9101166645685832
peruano,macho,676.34,25,19,blanco,sano,59,Ser. No.: 0372EK3-Z - Date: 2024-05-08 15:45:16.143 - Status: OK,3,2024-05-08T20:45:16Z,FALSE,3.80986666282018
híbrido,macho,470.47,NA,14,pintado,sano,18,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:46:31.616 - Status: OK,2,2024-05-08T20:46:31Z,FALSE,2.310800000031789
peruano,hembra,654.1,27,19,marrón,sano,48,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:47:03.155 - Status: OK,2,2024-05-08T20:47:03Z,FALSE,0.5256500005722046
andino,macho,754.59,24,NA,negro,NA,46,Ser. No.: 4653OK2-X - Date: 2024-05-08 15:47:34.619 - Status: OK,2,2024-05-08T20:47:34Z,FALSE,0.524399999777476
abisinio,macho,588.51,20,NA,negro,NA,35,Ser. No.: 6543BF2-X - Date: 2024-05-08 15:48:06.331 - Status: OK,1,2024-05-08T20:48:06Z,FALSE,18.34343333641688
